GeneName DrugID
GNPNAT1 HK3
GNPNAT1 HK2
GNPNAT1 PGM3
PFKP TPI1
PFKP TKT
PFKP TALDO1
FUK HK3
FUK HK2
FUK SORD
EEF1G GMPS
EEF1G ENO2
EEF1G ENO1
HK3 PMM2
HK3 SORD
HK3 MPI
HK3 PGM1
HK3 TALDO1
HK3 PGM2
UAP1 UAP1L1
HK2 HK3
HK2 PGM1
HK2 SORD
HK2 PMM2
HK2 MPI
HK2 TALDO1
HK2 PGM2
AKR1A1 GNPDA2
AMDHD2 NAGK
AMDHD2 HK3
AMDHD2 HK2
AMDHD2 GNPDA2
AMDHD2 GNPDA1
AMDHD2 GFPT1
AMDHD2 PGM3
PKM TPI1
PKM TKT
PKM TALDO1
ALDOC GPI
ALDOC GAPDH
ALDOC G6PD
ALDOC ENO2
ALDOC DAK
ALDOC TPI1
ALDOC TKT
ALDOC CDA
ALDOC NIT2
ALDOC MMP9
ALDOC GGH
ALDOC PPBP
ALDOC CSTB
ALDOC LTA4H
ALDOC IDH1
ALDOC GSDMD
ALDOC PGM1
ALDOC SPTAN1
ALDOC CAMP
ALDOC CANT1
ALDOC LYZ
ALDOC CNN2
ALDOC TALDO1
ALDOC PTX3
ALDOC LTF
ALDOC PTPN6
ALDOC PKM
ALDOC PGM2
ALDOC PGAM1
ALDOC PFKP
ACP1 ARHGAP35
ACP1 TALDO1
ACP1 PITPNA
PGM5 TPI1
ALDOA LDHA
ALDOA GPI
ALDOA GAPDH
ALDOA G6PD
ALDOA ENO1
ALDOA DAK
ALDOA ALDOC
ALDOA TPI1
ALDOA TKT
ALDOA TALDO1
ALDOA NIT2
ALDOA SPTAN1
ALDOA PF4
ALDOA LTF
ALDOA MMRN1
ALDOA MAGED2
ALDOA PGM1
ALDOA CDA
ALDOA PPBP
ALDOA LTA4H
ALDOA MMP9
ALDOA CNN2
ALDOA PTPN6
ALDOA GGH
ALDOA PROS1
ALDOA OLA1
ALDOA PTX3
ALDOA CANT1
ALDOA CSTB
ALDOA IDH1
ALDOA LYZ
ALDOA CAMP
ALDOA GSDMD
ALDOA TIMP1
ALDOA ISLR
ALDOA PKM
ALDOA PGM2
ALDOA PGAM1
ALDOA PFKP
MDH1 ME1
C11orf54 GNPDA2
C11orf54 PGM2
TALDO1 TPI1
TALDO1 TKT
ENO2 GPI
ENO2 GAPDH
ENO2 G6PD
ENO2 PLS3
ENO2 HINT1
ENO2 GPX4
ENO2 FKBP1A
ENO2 TPI1
ENO2 TKT
ENO2 TALDO1
ENO2 PKM
ENO2 PGK1
ENO2 PGAM1
LDHB ME1
LDHB PC
LDHB TKT
LDHB TALDO1
LDHB PKM
CACYBP NAA25
CMAS NAA15
CMAS NAA10
CMAS NANS
NAA15 NAA50
NAA15 NAA25
NAA15 SSB
ETF1 NAA15
ETF1 IPO4
DNAJC7 NAA50
NANS PIR
DRG1 NAA15
HYPK NAA15
HYPK NAA10
NAA10 NAA50
NAA10 NAA25
NAA10 NAA15
NAA50 TARS
TRADD XIAP
TGFBR2 XIAP
UBE2D3 ZAP70
PRKCI RIPK1
PRKCI RHOJ
BID CASP10
BID TRADD
BID NMT1
BID CASP8
BID TNFSF10
BID RIPK1
CASP8 IKBKB
CASP8 XIAP
CASP8 TNFSF10
CASP8 RIPK1
DAP3 TNFSF10
CASP3 MAPK14
CASP3 XIAP
CASP3 TNFSF10
CASP3 RIPK1
CASP3 RFC1
RNF31 XIAP
TNFSF10 TRADD
CASP7 XIAP
USP4 XIAP
STRAP XIAP
MAP2K3 MAPK14
MAP2K3 RIPK1
CASP10 IKBKB
CASP10 XIAP
CASP10 TNFSF10
CASP10 RIPK1
TAX1BP1 XIAP
RIPK1 TRIM25
RIPK1 TAX1BP1
RIPK1 SQSTM1
RIPK1 STAT1
RIPK1 USP4
RIPK1 RNF31
RIPK1 TRADD
RIPK1 UBE2D3
RIPK1 XIAP
RIPK1 TNFSF10
IKBKB RPS6KA1
IKBKB PYCARD
IKBKB SQSTM1
IKBKB TRADD
IKBKB TRIM25
IKBKB RNF31
IKBKB USP4
IKBKB PRKCI
IKBKB XIAP
IKBKB TNFSF10
IKBKB RIPK1
APAF1 XIAP
DNM1L RIPK1
USP5 XIAP
BAX CBFB
BAX BID
BAX SFN
ANP32A APEX1
ANP32A ANP32E
ANP32A ANP32B
ANP32A XPO1
AHCY C1orf50
AHCY AHCYL1
AHCY XIAP
AHCY SDSL
ANP32E UCHL5
AHCYL1 ITPR1
AHCYL1 ANP32A
AHCYL1 SDSL
AHCYL1 PPM1G
AHCYL1 UBQLN4
GOLM1 IGFBP3
GOLM1 SERPIND1
GOLM1 LAMC1
GOLM1 TIMP1
GOLM1 MSLN
GOLM1 WFS1
GOLM1 MFGE8
GOLM1 LAMB2
GOLM1 SERPINC1
GOLM1 LAMB1
GOLM1 SPARCL1
FUCA2 GOLM1
ADAM10 GOLM1
CALU GOLM1
PPIE RPA2
PPIE RFC4
PPIE RFC1
APEX1 FEN1
APEX1 RFC2
APEX1 RFC5
APEX1 RFC3
APEX1 RPA2
APEX1 RFC4
APEX1 RFC1
APEX1 POLD1
APEX1 POLB
APEX1 PCNA
CDK2 PCNA
CDK2 MCM6
CDK2 MCM5
CDK2 MCM4
CDK2 MCM3
CDK2 MCM2
CDK2 CDK5
CDK2 SFN
CDK2 RPA2
NUBP1 POLD1
RFC3 YWHAZ
RFC3 RPA2
RFC3 RFC4
HAT1 MCM5
HAT1 MCM4
HAT1 MCM3
HAT1 MCM2
HAT1 SMC2
HAT1 PCNA
NASP SMC2
NASP RFC4
NASP PCNA
FEN1 MSH6
FEN1 MCM6
FEN1 MCM5
FEN1 MCM4
FEN1 MCM3
FEN1 MCM2
FEN1 XRCC1
FEN1 RAD50
FEN1 RFC5
FEN1 NASP
FEN1 RFC2
FEN1 RFC3
FEN1 TOP2A
FEN1 RPA2
FEN1 RFC4
FEN1 RFC1
FEN1 POLD1
FEN1 POLB
FEN1 PCNA
MCM4 MSH6
MCM4 MCM6
MCM4 MCM5
MCM4 RFC3
MCM4 RFC5
MCM4 ORC4
MCM4 NASP
MCM4 TOP2A
MCM4 SMC2
MCM4 RPA2
MCM4 RFC4
MCM4 POLD1
MCM4 PCNA
MCM2 MSH6
MCM2 MCM6
MCM2 MCM5
MCM2 MCM4
MCM2 MCM3
MCM2 RFC5
MCM2 RFC2
MCM2 NASP
MCM2 ORC4
MCM2 RFC3
MCM2 TOP2A
MCM2 SMC2
MCM2 RPA2
MCM2 RFC4
MCM2 POLD1
MCM2 PCNA
LIG4 MSH6
LIG4 XRCC4
LIG4 POLD1
CIAPIN1 POLD1
CUL4A RPA2
CUL4A RFC4
CUL4A RFC1
CUL4A POLD1
CUL4A PCNA
MCM5 PCNA
MCM5 NAGK
MCM5 MSH6
MCM5 MCM6
MCM5 RCC1
MCM5 ORC4
MCM5 RFC3
MCM5 RFC2
MCM5 RFC5
MCM5 NASP
MCM5 TOP2A
MCM5 SMC2
MCM5 RPA2
MCM5 RFC4
MCM5 POLD1
RFC1 XRCC1
RFC1 RFC3
RFC1 UFD1L
RFC1 UBE2L6
RFC1 RFC2
RFC1 USP10
RFC1 TCEA1
RFC1 TRIM25
RFC1 RFC5
RFC1 UBA7
RFC1 SMC2
RFC1 RPA2
RFC1 RFC4
NARFL POLD1
C9orf142 MSH6
C9orf142 LIG4
C9orf142 XRCC4
C9orf142 POLD1
RAD50 RPA2
RAD50 RFC4
RAD50 RFC1
PCNA UBE2L6
PCNA XRCC1
PCNA RFC3
PCNA PRMT1
PCNA STAT5A
PCNA UBA7
PCNA RFC2
PCNA RAD50
PCNA UFD1L
PCNA PPIE
PCNA TCOF1
PCNA USP10
PCNA TRIM25
PCNA RFC5
PCNA TCEA1
PCNA UBE2V2
PCNA TOP2A
PCNA SMC2
PCNA RPA2
PCNA RFC4
PCNA RFC1
PCNA POLD1
PCNA POLB
FAM96B POLD1
POLD1 RFC5
POLD1 XRCC1
POLD1 RAD50
POLD1 TCEA1
POLD1 RFC3
POLD1 PPIE
POLD1 XRCC4
POLD1 RFC2
POLD1 SMC2
POLD1 RPA2
POLD1 RFC4
POLD1 RFC1
PPP4C RPA2
MSH6 XRCC4
MSH6 SMC2
MSH6 RPA2
MSH6 RFC4
MSH6 RFC1
MSH6 POLD1
MSH6 PCNA
CIAO1 POLD1
RPA2 TRIM25
RPA2 UBA7
RPA2 USP10
RPA2 UBE2V2
RPA2 UBE2L6
RPA2 TCEA1
RPA2 XRCC1
RPA2 UFD1L
RPA2 YWHAZ
CHD1L RPA2
CHD1L RFC4
CHD1L RFC1
CHD1L POLD1
CHD1L PCNA
ORC4 RPA2
DCTD RFC4
RFC2 YWHAZ
RFC2 RPA2
RFC2 RFC4
CUL4B RPA2
CUL4B RFC4
CUL4B RFC1
CUL4B POLD1
CUL4B PCNA
MCM6 NASP
MCM6 ORC4
MCM6 RFC3
MCM6 RFC5
MCM6 MRI1
MCM6 TOP2A
MCM6 SMC2
MCM6 RPA2
MCM6 RFC4
MCM6 POLD1
MCM6 PCNA
NPLOC4 RPA2
NPLOC4 RFC4
NPLOC4 RFC1
NPLOC4 PCNA
MCM3 PCNA
MCM3 MSH6
MCM3 MCM6
MCM3 MCM5
MCM3 MCM4
MCM3 NASP
MCM3 RFC3
MCM3 ORC4
MCM3 RFC5
MCM3 TOP2A
MCM3 SMC2
MCM3 RPA2
MCM3 RFC4
MCM3 POLD1
MMS19 POLD1
ISG15 PCNA
ISG15 JAK1
ISG15 RPA2
ISG15 RFC4
ISG15 RFC1
ISG15 POLD1
RFC5 YWHAZ
RFC5 SMC2
RFC5 RPA2
SMC2 SRP54
SMC2 TOP2A
POLB RFC3
POLB XRCC1
POLB RFC5
POLB RFC2
POLB USP47
POLB RPA2
POLB RFC4
POLB RFC1
POLB POLD1
RFC4 TCEA1
RFC4 UFD1L
RFC4 RFC5
RFC4 USP10
RFC4 UBA7
RFC4 XRCC1
RFC4 TRIM25
RFC4 UBE2L6
RFC4 YWHAZ
RFC4 TOP2A
RFC4 SMC2
RFC4 RPA2
AKT1 DB06641
CDK2 DB03496
FUBP1 DB05786
LTA4H DB03424
MET DB11791
TOP2A DB06263
TOP2A DB00773
ACP1 DB04214
ADAM10 DB04991
ADSS DB05540
AHCY DB03273
AHCY DB03216
AHCY DB03769
AKR1B1 DB07028
AKR1B1 DB08084
AKR1B1 DB07187
AKR1B1 DB02712
AKR1B1 DB07450
AKR1B1 DB02021
AKR1B1 DB05327
AKR1B1 DB07498
AKR1B1 DB05533
AKR1B1 DB02383
AKR1B1 DB02834
AKR1B1 DB02518
AKR1B1 DB07139
AKR1B1 DB07030
AKR1B1 DB07063
AKR1B1 DB01689
AKR1B1 DB02101
AKR1B1 DB02132
AKR1B1 DB07999
AKR1B1 DB02020
AKR1B1 DB08098
AKR1B1 DB08449
AKR1B1 DB08000
AKR1B1 DB07093
AKR1C3 DB01698
AKR1C3 DB07700
AKR1C3 DB02056
AKT1 DB07584
AKT1 DB05971
AKT1 DB01863
AKT1 DB07585
ALDOA DB02512
ALDOA DB04733
ALDOA DB04326
ALDOA DB08240
APCS DB01651
APCS DB07579
APCS DB07580
APRT DB03506
APRT DB00173
ATIC DB04057
ATIC DB01700
ATIC DB03442
ATIC DB02309
BCAT1 DB07544
BCR DB06616
BCR DB00619
CALCRL DB15688
CALCRL DB14039
CALCRL DB12457
CALCRL DB15328
CAMP DB02345
CANT1 DB03486
CASP3 DB08251
CASP3 DB08213
CASP3 DB07696
CASP3 DB06862
CASP3 DB08497
CASP3 DB08229
CASP3 DB08498
CASP3 DB08499
CASP3 DB03124
CASP7 DB03384
CASP8 DB12651
CDA DB15694
CDA DB03185
CDH5 DB05685
CDK2 DB07595
CDK2 DB08673
CDK2 DB07889
CDK2 DB03583
CDK2 DB07210
CDK2 DB08694
CDK2 DB08126
CDK2 DB07179
CDK2 DB07751
CDK2 DB07790
CDK2 DB07606
CDK2 DB03490
CDK2 DB07750
CDK2 DB08132
CDK2 DB08538
CDK2 DB08677
CDK2 DB04006
CDK2 DB08768
CDK2 DB07755
CDK2 DB03365
CDK2 DB08125
CDK2 DB02603
CDK2 DB02898
CDK2 DB07562
CDK2 DB07065
CDK2 DB06888
CDK2 DB07163
CDK2 DB01888
CDK2 DB07220
CDK2 DB08312
CDK2 DB08122
CDK2 DB07731
CDK2 DB08123
CDK2 DB08536
CDK2 DB08534
CDK2 DB08537
CDK2 DB08539
CDK2 DB06976
CDK2 DB03737
CDK2 DB07761
CDK2 DB07791
CDK2 DB04186
CDK2 DB07493
CDK2 DB07687
CDK2 DB02407
CDK2 DB02538
CDK2 DB04607
CDK2 DB08124
CDK2 DB04662
CDK2 DB04669
CDK2 DB08247
CDK2 DB07054
CDK2 DB07024
CDK2 DB08134
CDK2 DB02973
CDK2 DB07982
CDK2 DB08136
CDK2 DB08094
CDK2 DB02116
CDK2 DB02197
CDK2 DB02647
CDK2 DB02833
CDK2 DB08178
CDK2 DB07540
CDK2 DB08309
CDK2 DB02915
CDK2 DB08285
CDK2 DB08135
CDK2 DB07936
CDK2 DB02297
CDK2 DB03019
CDK2 DB07688
CDK2 DB08535
CDK2 DB07501
CDK2 DB08141
CDK2 DB07504
CDK2 DB07529
CDK2 DB03663
CDK2 DB06983
CDK2 DB04288
CDK2 DB02963
CDK2 DB08531
CDK2 DB07685
CDK2 DB08182
CDK2 DB02091
CDK2 DB04518
CDK2 DB08533
CDK2 DB04101
CDK2 DB08140
CDK2 DB08142
CDK2 DB08133
CDK2 DB04407
CDK2 DB08137
CDK2 DB08532
CDK2 DB08463
CDK2 DB07531
CDK2 DB08441
CDK2 DB07622
CDK2 DB08139
CDK2 DB03307
CDK2 DB07686
CDK2 DB07618
CDK2 DB08138
CDK2 DB07612
CDK5 DB07364
CDK5 DB02052
CDK5 DB02950
CDK5 DB03428
CDK5 DB04014
CMA1 DB07680
CMAS DB02485
CPS1 DB06775
CTPS1 DB00130
CTSL DB07477
EGLN1 DB04847
EGLN1 DB07112
EGLN1 DB08687
EIF4E DB05165
EIF4E DB02716
EIF4E DB08217
ENOPH1 DB07912
FGF2 DB03959
FGF2 DB00686
FGF2 DB05434
FGF2 DB03935
FKBP1A DB04094
FKBP1A DB04012
FKBP1A DB02888
FKBP1A DB03621
FKBP1A DB01723
FKBP1A DB01951
FKBP1A DB02311
FKBP1A DB00864
FKBP1A DB08520
FKBP1A DB05814
FKBP1A DB01712
G6PD DB05107
G6PD DB03085
GAA DB05200
GAPDH DB07347
GAPDH DB03893
GART DB03546
GCLM DB00151
GLA DB05018
GLO1 DB03330
GLO1 DB08179
GLO1 DB04132
GLO1 DB03130
GNPDA1 DB02445
GNPDA1 DB03951
GPI DB02093
GPI DB02548
GSK3B DB07014
GSK3B DB03444
GSK3B DB01950
GSK3B DB01793
GSK3B DB12129
GSK3B DB01356
GSK3B DB01772
GSK3B DB07149
GSK3B DB07676
GSK3B DB07058
HEXB DB03861
HINT1 DB02162
HINT1 DB02183
HPRT1 DB04356
HPRT1 DB03153
HPRT1 DB01033
HSP90AB1 DB08346
HSP90AB1 DB08153
HSP90AB1 DB03758
HSP90AB1 DB02754
HSP90AB1 DB08465
HSP90AB1 DB08464
HSP90AB1 DB08292
HSP90AB1 DB08293
HSP90AB1 DB08045
HSP90AB1 DB02424
HSP90AB1 DB07594
HSP90AB1 DB07877
IDH1 DB14568
IKBKB DB05183
IKBKB DB01169
IMPDH1 DB03948
IMPDH1 DB00688
IMPDH1 DB01024
IMPDH1 DB06103
IMPDH1 DB00811
IMPDH2 DB03070
ITGA2B DB00775
ITGA2B DB06472
ITGA2B DB04863
ITGB3 DB15598
ITGB3 DB00054
ITGB3 DB05787
ITGB3 DB00063
JAK1 DB11817
JAK1 DB14845
JAK1 DB15091
JAK1 DB08895
JAK1 DB08877
LDHA DB02483
LSM6 DB02745
LTA4H DB08040
LTA4H DB07260
LTA4H DB07292
LTA4H DB08466
LTA4H DB07237
LTA4H DB07099
LTA4H DB07196
LTA4H DB07259
LTA4H DB07258
LTA4H DB06828
LTA4H DB07104
LTA4H DB06917
LTA4H DB07094
LTA4H DB07102
LTA4H DB05177
LTF DB06987
LTF DB03485
LTF DB03040
LTF DB01811
LYZ DB04194
LYZ DB03967
LYZ DB03487
LYZ DB06912
LYZ DB03006
LYZ DB03175
LYZ DB04268
LYZ DB02759
LYZ DB03120
LYZ DB03189
MAP2K1 DB08208
MAP2K1 DB11689
MAP2K1 DB06892
MAP2K1 DB05239
MAP2K1 DB03115
MAP2K1 DB07101
MAP2K1 DB08130
MAP2K1 DB07046
MAP2K1 DB08911
MAPK14 DB08096
MAPK14 DB08349
MAPK14 DB08242
MAPK14 DB08352
MAPK14 DB01807
MAPK14 DB08395
MAPK14 DB06940
MAPK14 DB07833
MAPK14 DB08064
MAPK14 DB08522
MAPK14 DB07459
MAPK14 DB08091
MAPK14 DB08097
MAPK14 DB03110
MAPK14 DB05157
MAPK14 DB08093
MAPK14 DB05470
MAPK14 DB07941
MAPK14 DB08423
MAPK14 DB07942
MAPK14 DB06991
MAPK14 DB08351
MAPK14 DB08521
MAPK14 DB08095
MAPK14 DB07607
MAPK14 DB04632
MAPK14 DB03980
MAPK14 DB01761
MAPK14 DB05412
MAPK14 DB08068
MAPK14 DB01948
MAPK14 DB07943
MAPK14 DB01988
MAPK14 DB08424
MAPK14 DB04338
MAPK14 DB07829
MAPK14 DB02277
MAPK14 DB07307
MAPK14 DB07834
MAPK14 DB04797
MAPK14 DB03044
MAPK14 DB07835
MAPK14 DB01953
MAPK14 DB08730
MAPK14 DB02873
MAPK14 DB06518
MAPK14 DB08092
MAPK14 DB07832
MAPK14 DB07138
MAPK14 DB02195
MAPK14 DB02984
MAPK14 DB07811
MAPK14 DB02352
MCAT DB07344
MET DB08875
MET DB06995
MET DB12200
MET DB08079
MET DB06314
MET DB02152
MET DB08791
MET DB07369
MET DB06997
MET DB06896
MET DB07969
MMP9 DB07117
MMP9 DB03683
MMP9 DB07285
MMP9 DB07246
MMP9 DB05495
MMP9 DB01949
MSLN DB12845
MTAP DB02933
MTAP DB02158
MTHFD1 DB00116
MTHFD1 DB02358
MTHFD1 DB04322
MYH14 DB08276
MYH14 DB01944
MYH14 DB07470
MYH14 DB07468
MYH14 DB07469
MYH14 DB03126
NMT1 DB02180
NMT1 DB02477
NMT1 DB03062
OAT DB02821
OAT DB02054
OAT DB00129
PAPOLA DB01860
PAPOLA DB03896
PAPSS1 DB02661
PDK1 DB07403
PDK1 DB08809
PFN1 DB07908
PFN2 DB02580
PGD DB02076
PGD DB00789
PGD DB03962
PGK1 DB04510
PGM1 DB04397
PIN1 DB06867
PITPNA DB03690
PITPNA DB02144
PKM DB07628
PKM DB07692
PKM DB01733
PKM DB07697
PLA2G4A DB06311
PNP DB02222
PNP DB04757
PNP DB02568
PNP DB06185
PNP DB02230
PNP DB01667
PNP DB04754
PNP DB02796
PNP DB02391
PNP DB03609
PNP DB03881
PNP DB03551
PNP DB04753
PNP DB04260
PNP DB04076
POLB DB00987
POLB DB07479
PPIA DB03393
PPIA DB01742
PPIA DB02419
PTGES3 DB00316
PTPN11 DB02779
SERPINC1 DB06754
SERPINC1 DB11598
SERPINC1 DB01109
SERPINC1 DB05361
SERPINC1 DB06822
SERPINC1 DB00569
SERPINC1 DB00407
SERPINC1 DB01225
SERPINC1 DB08813
SERPINC1 DB06779
SERPIND1 DB06271
SHMT1 DB02800
SHMT1 DB01055
SHMT1 DB02067
SMS DB00127
SORD DB04478
SYK DB06834
SYK DB08361
SYK DB12010
SYK DB07194
SYK DB07159
TARS DB00156
TEK DB08221
TOP2A DB04978
TOP2A DB06420
TOP2A DB04975
TOP2A DB05920
TOP2A DB00380
TOP2A DB00445
TOP2A DB05022
TOP2A DB01204
TOP2A DB00970
TOP2A DB00276
TOP2A DB06013
TOP2A DB05706
TOP2A DB01177
TOP2A DB04967
TOP2A DB00385
TOP2A DB06421
TOP2A DB00694
TOP2A DB04576
TOP2A DB00444
TOP2A DB01179
TOP2A DB00997
TOP2A DB06362
TPI1 DB01695
TPI1 DB03135
TPI1 DB03314
TPI1 DB03379
TPI1 DB03026
TPI1 DB07387
TPMT DB01250
VAMP2 DB00042
WAS DB01731
XIAP DB02628
XIAP DB04612
XIAP DB06184
XPO1 DB11942
ITGB1 D0H4GT
MAP2K1 D0T5DP
MET D0H9PT
MET D07OJZ
MET D0R8QG
MET D03ZBT
MSLN D0S9FI
MSLN D00YXG
MSLN D05FUP
MSLN D07YPB
ADAM10 D06EHW
AKR1B1 D0E0FY
AKR1B1 D0Q7AW
AKR1B1 D03KOZ
AKR1B1 D0M9RE
AKR1B1 D0J6JZ
AKR1B1 D0Q7QY
AKR1B1 D0B0GC
AKR1B1 D07DIX
AKR1B1 D0R3OQ
AKR1B1 D04PBH
AKR1B1 D0P7SO
AKR1B1 D04BFU
AKR1B1 D0U9TM
AKR1B1 D0O2ET
AKR1B1 D0E6LC
AKR1B1 D0RZ0N
AKR1B1 D09BHF
AKR1B1 D0V4UO
AKR1B1 D08VMO
AKR1B1 D0Z5IU
AKR1B1 D06EDT
AKR1B1 D00QKL
AKR1C3 D0H7XJ
AKT1 D07SYZ
AKT1 D09DGE
AKT1 D01ZAQ
AKT1 D0PX5F
AKT1 D07DWF
AKT1 D0I4TH
AKT1 D0V1ES
AKT1 D0N7CY
AKT1 D0X7CV
AKT1 D09CCZ
AKT1 D0O1AV
AKT1 D06HYF
AKT1 D0F8HX
AKT1 D07SVE
AKT1 D06FHD
AKT1 D05JFI
AKT1 D0L8PZ
AKT1 D0V0GZ
AKT1 D0S5WP
AKT1 D02NXM
APCS D07LBQ
APCS D0AY1I
APCS D05FBZ
APEX1 D0U8XW
APEX1 D06BFH
APEX1 D07DZS
APEX1 D0A3SQ
APOB D0X1IL
APOB D08CVQ
APOB D04VOZ
CALCRL D0L5GH
CALCRL D08PLK
CALCRL D0VZ5X
CALCRL D00MXN
CALCRL D0V9VG
CALCRL D04YLQ
CALCRL D0G5ME
CALCRL D0C8VF
CALCRL D05YQT
CAMP D0H2MO
CARM1 D0OL4R
CASP3 D0TD9H
CASP3 D02DOK
CASP3 D06YUE
CASP3 D01YIF
CASP3 D0C4LJ
CASP3 D0O1EA
CASP3 D0TU3S
CASP3 D0Y2TI
CASP3 D0XN7U
CASP8 D08LIU
CDA D0I5OR
CDK2 D0P0KN
CDK2 D0V1NK
CDK2 D0J8FE
CDK2 D0T5AH
CDK2 D06WHY
CDK2 D07DTV
CDK2 D0T4SJ
CDK2 D0Q9UX
CMA1 D0B1OH
CMA1 D0M0YB
CMA1 D0I8FV
CMA1 D01YIO
CMA1 D05QCE
COASY D03CIN
CPS1 D0LW9U
CTPS1 D0VW0I
CTSL D0JD5W
CTSL D0ZN3M
CTSL D0J0WG
CTSL D06XTA
CTSL D01MKD
CTSL D0X6QL
DDX5 D0S1TI
EGLN1 D09SXR
FASN D07WAF
FASN D07MXA
FASN D03ZFG
FASN D04RSI
FASN D0K9BV
FASN D0R2SW
FASN D06SYA
FASN D02AYL
FASN D09IGF
FASN D0X6AU
FGF2 D06NND
FGF2 D07PVB
FGF2 D00IZD
FGF2 D06ULU
FGF2 D09ZAV
FGF2 D05ISO
FGF2 D0B4XU
FGF2 D0N1RE
FKBP1A D0O5OF
FKBP1A D0K8TO
G6PD D05JCG
GAA D05JEG
GAA D0Q1UB
GAPDH D06KSV
GART D0A8LP
GART D0IZ1A
GART D0J9IH
GCLM D0Z6VR
GLA D07URD
GLUL D0VT0T
GSK3A D0YK9D
GSK3A D06KNK
GSK3A D0Y3KG
GSK3A D0A3MV
GSK3A D03SNE
GSK3A D0Z1DH
GSK3A D04QHD
GSK3B D0WN1N
GSK3B D0BS5E
GSK3B D0T8CQ
GSK3B D07YNH
GSK3B D0UT7X
GSK3B D0MC0O
HDAC6 D0TP9M
HDAC6 D04KQF
HDAC6 D01WKZ
HDAC6 D00JIX
HDAC6 D0L0LR
HDAC6 D0O6SA
HK2 D06QBX
HSP90AB1 D01FYA
HSP90AB1 D0F3NF
HTT D0V7VX
HTT D00QIJ
IDH1 D0RZ9V
IDH1 D0C6RM
IDH1 D0R3OP
IKBKB D0Z5DM
IKBKB D0V3CK
IKBKB D0AE3U
IMPDH1 D05QIS
IMPDH1 D0S7DV
IMPDH1 D0G5AG
IMPDH1 D09XUB
INPP5D D02HDG
ITGA1 D0B5VA
ITGA5 D03EIC
ITGA5 D0F9QP
ITGA5 D0I5PM
ITGA5 D01VSK
ITGB1 D0ZT4J
JAK1 D06HZA
JAK1 D07JAG
JAK1 D0SG7B
JAK1 D0HJ1R
JAK1 D0HB4E
JAK1 D0V4DX
LAMC2 D08DSC
LRRK2 D03YBQ
LRRK2 D0K6UV
LTA4H D0RA5Q
LTA4H D03UIF
LTA4H D07VNH
LTF D0IM6O
LTF D0D8EY
MAP2K1 D02UQG
MAPK14 D04WCI
MAPK14 D0K0JQ
MAPK14 D0DK2X
MAPK14 D0G7TI
MAPK14 D0A9KI
MAPK14 D0O7BW
MAPK14 D0S4BP
MAPK14 D00YRF
MAPK14 D01UGN
MAPK14 D0L1NU
MAPK14 D0C8DD
MAPK14 D0T2IH
MET D0FE7D
MET D06EGV
MET D04QEC
MET D0R0YW
MET D00FZA
MET D0G0BL
MET D01LCC
MET D0A3OE
MET D07ARN
MET D0I2PS
MET D0D1HI
MET D04XUJ
MET D09ZNL
MET D0Q4NJ
MET D02EOR
MET D05GSI
MET D03SXS
MET D0T1YH
MET D0YT8P
MET D0NO6E
MET D05OMT
MET D0BS6B
MET D0ZU5F
MET D0N6VK
MET D03GTO
MET D0N5MI
MET D0LW0T
MET D0N1YF
MET D0N6QO
MET D0G3ZN
MET D00TBD
MET D07BZQ
MET D0S7AN
MET D0I2IY
MET D0AD6Z
MET D0Z4RX
MET D03LZK
MET D0OK2N
MET D01TBJ
MET D0Y8UV
MET D0M0SV
MET D0W8GP
MET D0NX6F
MMP9 D0WL0Q
MMP9 D04PWT
MMP9 D0I8KA
MMP9 D0O7DU
MMP9 D0Z6SP
MMP9 D05VEP
MPO D0Y3LJ
MPO D0XD5A
MPO D07SBP
MPO D01ZZG
MPO D08TRG
MSLN D0G4GY
MSLN D0ZF9J
MSLN D0R6MJ
MSLN D02WSB
MSLN D0P5MG
MSLN D0L7OJ
MSLN D0V7QW
MSLN D0CA3M
MSLN D09YXN
MSLN D0EB0Y
MSLN D0BE6M
MSLN D0KC2S
MSLN D0PT5D
MSLN D0O2XK
MSLN D0P2GA
MSLN D03OIO
MSLN D04WZL
MSLN D0D2LE
MSLN D09YUK
NT5E D02GRR
NT5E D0S5RE
PCNA D04XEO
PCNA D02PQB
PDK1 D04ICD
PDK1 D03GFZ
PDK1 D05GMT
PDK1 D0R0SJ
PDK1 D06BSG
PDK1 D0IO2X
PDK1 D05OTD
PDK1 D08SNT
PDK1 D0PJ7M
PDK1 D04QRX
PDK1 D06LLS
PDK1 D0MI3E
PDK1 D0F3QQ
PDK1 D0B8OB
PDK1 D0I1YQ
PDK1 D0SB4A
PDK1 D0P1VT
PDK1 D04UHW
PDK1 D0W5FT
PDK1 D0Q6RC
PDK1 D0FW3M
PDK1 D0WX4H
PDK1 D0J9DI
PDK1 D0FJ4A
PDK1 D0P0WF
PDK1 D0RP4U
PDK1 D0J3IJ
PDK1 D08EGT
PDK1 D00MLJ
PDK1 D0KN7T
PDK1 D0DO6K
PDK1 D06WAN
PDK1 D00SVK
PDK1 D03WFI
PDK1 D0K8XT
PDK1 D0PP8Y
PDK1 D0DC2P
PDK1 D06PTW
PDK1 D07ZKE
PDK1 D0ZG0K
PDK1 D06WXJ
PDK1 D0BK3M
PDK1 D0Q8JK
PDK1 D0D8PF
PDK1 D07FMW
PDK1 D0ZV9P
