Drug,N.Targets,N.Seedgenes,d,zscore,pvalue
CD0Z5K,2,8,4.5,1.8898536159700994,1.0
CD10PM,1,6,5.0,1.7451090210016993,1.0
CD12FS,2,8,4.5,2.161211553830422,1.0
CD14GJ,1,7,4.0,1.9468088476825218,1.0
CD17AF,1,7,3.0,,0.0
CD1C7I,3,7,4.333333333333333,1.4001918540868081,0.8204
CD1IN9,2,7,4.5,0.9450439322335022,0.7414
CD1NH6,1,7,2.0,-1.0049268320308529,0.4366
CD1O8L,1,8,4.0,1.9813929507577783,1.0
CD1RB5,2,3,3.5,-0.24722728548983278,0.4174
CD1S3N,3,7,3.0,0.6658157282245183,0.7046
CD1TB6,1,7,4.0,1.13550750300352,1.0
CD1Y5N,2,6,4.0,1.6810573434535199,1.0
CD20CK,1,6,5.0,3.1014741544659046,1.0
CD2AH4,1,7,4.0,1.572888606796108,1.0
CD2E9S,1,8,4.0,0.6789985379354494,1.0
CD2L7Z,2,8,4.5,1.3958132006992392,1.0
CD38LF,2,7,1.0,-1.2350755531153077,0.265
CD3KZ6,1,7,4.0,1.54117848044927,1.0
CD3LX9,1,8,4.0,1.9813929507577783,1.0
CD3N2S,1,7,5.0,1.4454043619180326,1.0
CD3OV6,1,3,3.0,-0.7415416217110703,0.4314
CD3P4W,1,7,3.0,,0.0
CD3R1S,1,6,4.0,,0.0
CD3SV4,1,6,5.0,3.1014741544659046,1.0
CD3W6Y,1,7,2.0,-0.3275625354090267,0.4872
CD3WZ0,1,8,4.0,0.16144620615734115,0.7576
CD3XA9,1,8,4.0,0.6789985379354494,1.0
CD41WU,1,7,4.0,1.572888606796108,1.0
CD42GT,2,7,1.0,-1.2350755531153077,0.265
CD46SJ,2,8,4.5,1.3959535543946435,1.0
CD4A1X,1,7,5.0,1.3854717845455584,1.0
CD4AK8,1,6,4.0,,0.0
CD4AN3,1,7,4.0,1.13550750300352,1.0
CD4FP1,1,7,4.0,,0.0
CD4H7O,1,3,3.0,-0.7415416217110703,0.4314
CD4N6F,1,6,5.0,1.7451090210016993,1.0
CD4O0S,1,7,4.0,1.572888606796108,1.0
CD4W3C,1,8,4.0,0.16144620615734115,0.7576
CD4X1C,1,8,4.0,0.12711442417987334,0.7436
CD52YW,1,7,4.0,1.1281521496355325,1.0
CD57BJ,1,6,3.0,0.7409079895929546,0.8778
CD5BH1,2,7,1.0,-1.2350755531153077,0.265
CD5C8J,1,7,4.0,1.1843525716338055,1.0
CD5H7P,1,7,5.0,1.3854717845455584,1.0
CD5HQ0,2,7,2.5,-0.38700512696803674,0.4846
CD5NJ1,1,8,4.0,0.14101275123294424,0.7416
CD5NX6,1,3,3.0,-0.8675371198546048,0.34
CD5U7L,1,6,5.0,1.7451090210016993,1.0
CD60TR,1,7,3.0,1.1281521496355325,1.0
CD60VX,2,7,4.0,1.4359133918445086,1.0
CD65LN,1,7,4.0,0.5679375924567232,0.7598
CD6AL8,1,8,4.0,1.4240576217653766,1.0
CD6B3E,1,6,4.0,,0.0
CD6C2J,2,7,1.0,-1.2350755531153077,0.265
CD6C9K,2,8,4.5,1.8898536159700994,1.0
CD6CJ8,1,7,4.0,1.5962465494524067,1.0
CD6HL8,1,8,4.0,0.14101275123294424,0.7416
CD6LN3,1,3,4.0,-1.0352848562116204,0.4208
CD6QM3,1,6,4.0,0.711238826399057,0.8164
CD6SV4,2,7,3.0,0.4800735597720726,0.7052
CD6T3L,2,6,4.0,1.6810573434535199,1.0
CD6TF5,1,7,4.0,1.1336630699305303,1.0
CD6Y9Z,1,7,3.0,-0.44024722492611185,0.4936
CD72KM,1,7,1.0,,0.0
CD7I4Y,2,7,4.0,1.4449889004963703,1.0
CD7PL4,1,8,4.0,1.1609632674894994,1.0
CD7U5B,1,7,3.0,0.7490518235338111,0.865
CD80NJ,1,8,4.0,1.5842730717614362,1.0
CD82QM,2,8,4.5,2.1400162004450056,1.0
CD87UQ,1,3,3.0,-0.6859570713387996,0.3414
CD8B4M,1,7,4.0,1.13550750300352,1.0
CD8E2K,1,6,4.0,,0.0
CD8I5Y,1,6,5.0,1.7451090210016993,1.0
CD8KJ6,1,7,3.0,1.1281521496355325,1.0
CD8MU7,2,7,4.0,1.4359133918445086,1.0
CD8QH7,2,7,1.0,-1.2350755531153077,0.265
CD8RZ0,2,8,4.5,1.8898536159700994,1.0
CD8ZP9,1,8,4.0,0.6988133454480576,1.0
CD91SB,2,7,4.0,1.4870216943165915,1.0
CD92LR,1,7,4.0,1.1415279827588392,1.0
CD94GZ,1,8,5.0,1.1474315550924723,0.9714
CD95EQ,2,3,3.5,-0.24722728548983278,0.4174
CD96PL,1,6,5.0,1.7415240845229014,1.0
CD9A7C,1,7,3.0,-0.4160003701351663,0.5044
CDA2B9,2,7,4.0,1.9468088476825218,1.0
CDA2N6,1,7,3.0,-0.4402341097054522,0.4942
CDAC04,2,7,1.0,-1.2350755531153077,0.265
CDAN35,1,6,4.0,0.711238826399057,0.8164
CDBH98,1,8,5.0,,0.0
CDBK07,1,8,5.0,1.0733557393491486,0.9558
CDC2L7,1,7,4.0,1.9504796573716667,1.0
CDC7X9,1,3,4.0,-1.0352848562116204,0.4208
CDC98H,1,7,4.0,1.584448948857971,1.0
CDCQ13,1,8,5.0,,0.0
CDE56C,3,6,4.333333333333333,1.66788941304087,1.0
CDE5U3,1,7,3.0,-0.4153118079088991,0.5022
CDEA39,2,7,3.0,0.47063608408844565,0.7106
CDEJ84,1,7,4.0,1.572888606796108,1.0
CDEJ98,1,6,5.0,1.7451090210016993,1.0
CDEU75,1,7,2.0,-1.135969198191385,0.4366
CDF46K,1,8,4.0,1.9813929507577783,1.0
CDFY63,1,7,4.0,1.1415279827588392,1.0
CDG5O7,1,8,4.0,0.12711442417987334,0.7436
CDG6B1,3,8,4.333333333333333,1.9307702209019026,1.0
CDGF78,1,3,3.0,-0.8675371198546048,0.34
CDHZ35,2,7,4.0,1.4870216943165915,1.0
CDI59B,1,7,3.0,,0.0
CDIR54,2,6,4.0,1.6810573434535199,1.0
CDIS83,1,7,4.0,1.1281521496355325,1.0
CDJH42,2,6,4.0,1.6740470595167822,1.0
CDJS49,1,7,4.0,1.572888606796108,1.0
CDJY72,2,7,1.0,-1.5146979682216961,0.1432
CDJZ34,1,8,4.0,1.1609632674894994,1.0
CDK10F,2,8,4.5,2.1400162004450056,1.0
CDK3J0,2,7,4.5,1.569720195219165,1.0
CDK46W,1,7,4.0,1.9638240113763203,1.0
CDK7W9,3,3,3.6666666666666665,-0.7675759061816575,0.3094
CDK92F,1,7,3.0,1.1355075030035207,1.0
CDKG38,2,8,4.5,2.161211553830422,1.0
CDKH03,1,6,5.0,1.7415240845229014,1.0
CDKN83,1,7,2.0,-0.3275625354090267,0.4872
CDKR41,1,7,4.0,1.2322708000663465,1.0
CDKW31,1,6,4.0,,0.0
CDL06K,1,8,5.0,1.0733557393491486,0.9558
CDL0Q9,1,8,4.0,1.9813929507577783,1.0
CDL28G,1,7,1.0,-2.570542569652422,0.0
CDL31V,3,7,3.3333333333333335,0.29776496573761274,0.5522
CDLE79,2,8,4.5,2.161211553830422,1.0
CDLF71,1,7,4.0,1.584448948857971,1.0
CDLM98,1,7,4.0,1.1415279827588392,1.0
CDM03I,1,3,4.0,-1.0319722228318309,0.422
CDM30S,1,6,4.0,0.7101624483479965,0.8158
CDM3L1,2,7,3.0,0.47063608408844565,0.7106
CDM85H,1,6,5.0,1.7451090210016993,1.0
CDN62X,2,7,4.0,1.4359133918445086,1.0
CDN7E3,1,8,5.0,,0.0
CDN8U3,1,8,4.0,0.6789985379354494,1.0
CDNC31,1,7,0.0,-2.1778657219114264,0.0364
CDO0Q6,1,7,4.0,,0.0
CDO7I6,1,8,4.0,0.695666129722494,1.0
CDOC86,2,7,3.0,1.1355075030035207,1.0
CDON60,1,7,4.0,1.54117848044927,1.0
CDP35E,2,3,3.5,-0.24722728548983278,0.4174
CDP40K,2,6,4.0,1.6810573434535199,1.0
CDP6H0,1,7,3.0,-0.44024722492611185,0.4936
CDQ17J,2,8,4.5,2.1400162004450056,1.0
CDQ27J,1,7,4.0,1.572888606796108,1.0
CDQ31C,1,6,5.0,3.1014741544659046,1.0
CDQ3M7,1,7,4.0,1.584448948857971,1.0
CDQ5J6,2,8,4.5,1.8898536159700994,1.0
CDR19S,1,7,0.0,-2.1778657219114264,0.0364
CDR94J,1,8,4.0,0.695666129722494,1.0
CDS2B8,1,7,5.0,1.3854717845455584,1.0
CDS4G0,1,3,3.0,-0.6859570713387996,0.3414
CDSM62,1,7,3.0,-0.4402341097054522,0.4942
CDT94U,1,7,2.0,-0.28671518972213306,0.505
CDTB86,1,6,5.0,1.7415240845229014,1.0
CDTV63,1,6,3.0,0.7533492691677961,0.8834
CDTW29,1,7,4.0,1.572888606796108,1.0
CDU79H,3,8,4.333333333333333,1.8293502491880287,0.9686
CDU79K,1,7,4.0,1.9638240113763203,1.0
CDU8E6,1,8,5.0,1.0776974269639927,0.9564
CDUC32,2,8,4.5,1.3958132006992392,1.0
CDUW15,1,7,1.0,,0.0
CDV02G,1,7,4.0,,0.0
CDV3U9,2,7,3.0,0.47063608408844565,0.7106
CDVB07,3,3,3.6666666666666665,-0.7675759061816575,0.3094
CDVB42,1,6,3.0,0.7409079895929546,0.8778
CDVB75,2,7,3.0,1.1355075030035207,1.0
CDVJ25,2,7,4.0,1.4359133918445086,1.0
CDVQ24,1,6,5.0,1.7451090210016993,1.0
CDVZ48,2,7,4.0,1.4870216943165915,1.0
CDW2G9,1,8,4.0,0.6789985379354494,1.0
CDW2O9,1,8,4.0,0.14101275123294424,0.7416
CDW9G6,1,7,2.0,-0.4353596801531243,0.4284
CDWQ04,1,7,4.0,1.54117848044927,1.0
CDX08U,1,8,4.0,0.695666129722494,1.0
CDX37F,2,6,4.0,1.6810573434535199,1.0
CDX63Y,1,7,4.0,1.1281521496355325,1.0
CDXB14,2,7,3.0,0.4800735597720726,0.7052
CDY01B,1,7,4.0,1.572888606796108,1.0
CDZM40,2,6,4.0,1.6740470595167822,1.0
CDZR27,2,3,3.5,-0.24722728548983278,0.4174
CE05GV,1,8,4.0,0.6789985379354494,1.0
CE05TF,1,7,4.0,,0.0
CE07JF,1,7,2.0,-1.135969198191385,0.4366
CE08JD,1,7,4.0,1.54117848044927,1.0
CE0CU2,1,8,4.0,2.886751345948129,1.0
CE0DW6,2,8,4.5,2.161211553830422,1.0
CE0W9G,1,6,5.0,1.7415240845229014,1.0
CE15NX,1,7,3.0,0.5133530642590883,0.7758
CE15WY,1,7,2.0,-0.28671518972213306,0.505
CE18LD,2,7,4.0,1.4870216943165915,1.0
CE18UX,2,7,4.0,1.4359133918445086,1.0
CE19HD,3,6,4.333333333333333,1.6827166411199233,1.0
CE19XA,1,3,3.0,-1.388925990521828,0.3414
CE1D6N,2,8,5.0,1.1259529552993524,0.9558
CE1J3N,1,7,0.0,-2.1778657219114264,0.0364
CE1KX7,1,7,5.0,1.3869136144592125,1.0
CE1LV5,2,8,4.5,2.1400162004450056,1.0
CE1N6V,2,8,4.5,2.161211553830422,1.0
CE1W5B,2,6,4.5,1.1655777441169277,0.7956
CE1ZK6,2,7,2.5,-0.38700512696803674,0.4846
CE20MP,1,7,4.0,1.1281521496355325,1.0
CE23DS,1,7,4.0,1.6450023509957834,1.0
CE25RK,1,7,4.0,1.9468088476825218,1.0
CE26XI,1,3,4.0,-1.0378995888231846,0.4186
CE2B5X,1,6,4.0,,0.0
CE2CK1,2,8,4.5,1.8898536159700994,1.0
CE2G6D,2,7,1.5,-2.049663130146524,0.0
CE2OV5,1,7,4.0,1.1415279827588392,1.0
CE2U1Y,1,8,4.0,2.886751345948129,1.0
CE31SP,1,8,4.0,0.16144620615734115,0.7576
CE31VZ,1,7,4.0,1.1281521496355325,1.0
CE31YU,1,6,5.0,1.7415240845229014,1.0
CE34GC,2,6,4.0,1.6740470595167822,1.0
CE34WV,1,7,3.0,1.1355075030035207,1.0
CE35RW,1,7,4.0,1.611399873155263,1.0
CE36KV,1,7,5.0,1.4448941932114883,1.0
CE36MP,1,3,3.0,-1.388925990521828,0.3414
CE3DI8,1,8,4.0,0.6789985379354494,1.0
CE3F1W,1,7,1.0,,0.0
CE3FQ7,2,7,4.0,1.4449889004963703,1.0
CE3K5Y,2,8,4.5,2.1400162004450056,1.0
CE3P9G,1,7,3.0,-0.4402341097054522,0.4942
CE3TH4,1,6,5.0,1.7415240845229014,1.0
CE3TS9,1,8,4.0,0.16144620615734115,0.7576
CE40ZB,1,7,3.0,-0.4153118079088991,0.5022
CE41QV,1,7,2.0,-1.135969198191385,0.4366
CE42YV,2,7,4.0,1.4359133918445086,1.0
CE43BF,1,6,5.0,1.7451090210016993,1.0
CE48RA,1,7,4.0,1.9638240113763203,1.0
CE4H8R,1,3,4.0,-0.9790072164088839,0.4574
CE4L1Y,1,8,5.0,,0.0
CE4LB3,1,7,4.0,1.54117848044927,1.0
CE4LR9,1,8,4.0,2.886751345948129,1.0
CE4Z3X,1,8,4.0,1.5842730717614362,1.0
CE50IB,1,6,4.0,1.862285743523214,1.0
CE57KZ,2,7,3.0,0.47063608408844565,0.7106
CE5DG7,1,7,3.0,0.12708884571667364,0.5632
CE5G2I,2,7,4.0,1.4870216943165915,1.0
CE5H7K,2,6,4.0,1.6740470595167822,1.0
CE5LI6,2,7,1.0,-1.2350755531153077,0.265
CE5M9O,1,7,4.0,1.572888606796108,1.0
CE5N3Y,1,8,5.0,1.0733557393491486,0.9558
CE5N6U,1,3,4.0,-1.0378995888231846,0.4186
CE5N7J,2,8,4.5,2.161211553830422,1.0
CE5U4G,1,7,4.0,1.9504796573716667,1.0
CE5V8W,1,8,4.0,0.6988133454480576,1.0
CE5Z3R,2,6,4.0,1.6810573434535199,1.0
CE6D5X,1,7,3.0,0.5133530642590883,0.7758
CE6FI4,2,7,4.0,1.4870216943165915,1.0
CE6FO4,2,6,4.0,1.6740470595167822,1.0
CE6G5M,1,7,3.0,,0.0
CE6N2I,1,7,2.0,-1.0049268320308529,0.4366
CE6S1A,1,8,4.0,1.1274228622243232,1.0
CE6WM2,2,3,4.0,-0.973570809773115,0.4612
CE6WX7,1,7,4.0,,0.0
CE6X7Y,1,7,4.0,1.54117848044927,1.0
CE72RT,1,8,4.0,1.9813929507577783,1.0
CE72WO,1,8,4.0,1.4240576217653766,1.0
CE73CR,1,6,5.0,1.7415240845229014,1.0
CE73VJ,1,7,2.0,-0.3275625354090267,0.4872
CE74SG,1,7,3.0,1.1355075030035207,1.0
CE75FM,1,7,5.0,1.4454043619180326,1.0
CE75LI,1,6,5.0,1.7451090210016993,1.0
CE78JY,2,7,4.0,1.4359133918445086,1.0
CE7D1S,2,7,1.5,-2.049663130146524,0.0
CE7DI4,2,8,4.5,1.8898536159700994,1.0
CE7G2U,1,3,4.0,-0.9790072164088839,0.4574
CE7L0H,2,8,4.5,2.1400162004450056,1.0
CE7LC4,1,7,4.0,1.9504796573716667,1.0
CE7P6Q,1,8,4.0,0.695666129722494,1.0
CE7PC8,2,7,3.0,0.47063608408844565,0.7106
CE7TW6,1,7,3.0,1.1355075030035207,1.0
CE80DB,2,6,4.0,1.6810573434535199,1.0
CE81HA,1,7,4.0,1.584448948857971,1.0
CE82OV,1,6,5.0,3.1014741544659046,1.0
CE85AX,3,7,4.0,1.8060746109207062,1.0
CE87NH,2,3,3.5,-0.24722728548983278,0.4174
CE8A1B,1,8,4.0,0.12711442417987334,0.7436
CE8A9F,1,7,1.0,-2.570542569652422,0.0
CE8G2W,2,7,4.0,1.4449889004963703,1.0
CE8HO7,1,8,4.0,1.9813929507577783,1.0
CE8N7V,1,7,4.0,1.1281521496355325,1.0
CE8OY2,1,8,4.0,1.4240576217653766,1.0
CE8SG3,1,6,5.0,1.7415240845229014,1.0
CE8TV9,1,7,3.0,0.12708884571667364,0.5632
CE8YM4,1,7,4.0,1.9638240113763203,1.0
CE8ZX3,1,6,4.0,,0.0
CE9DO8,1,8,5.0,,0.0
CE9G6B,1,3,3.0,-0.7415416217110703,0.4314
CE9IK1,1,8,4.0,1.9813929507577783,1.0
CE9KC4,1,7,4.0,1.1336630699305303,1.0
CE9N0S,1,7,5.0,1.3869136144592125,1.0
CE9TJ5,1,7,1.0,-2.570542569652422,0.0
CE9U5L,1,7,3.0,-0.4402341097054522,0.4942
CE9UZ8,1,6,3.0,0.7533492691677961,0.8834
CEA9H3,2,8,4.5,2.161211553830422,1.0
CEA9Z8,3,6,4.333333333333333,1.66788941304087,1.0
CEAF74,2,8,4.5,1.8898536159700994,1.0
CEAJ15,1,7,4.0,1.13550750300352,1.0
CEBO91,2,7,3.5,1.2809053726582846,0.9432
CEBQ15,1,3,3.0,-0.8675371198546048,0.34
CEBV54,1,7,4.0,1.9468088476825218,1.0
CEC41O,2,6,4.0,1.6740470595167822,1.0
CEC9V5,2,7,3.0,0.47063608408844565,0.7106
CECM40,2,8,4.5,2.1400162004450056,1.0
CECY94,1,8,4.0,0.695666129722494,1.0
CEDI24,1,7,3.0,0.7047341795326106,0.8522
CEF0A3,1,7,1.0,,0.0
CEF3T8,4,8,4.5,1.692394328568362,0.9466
CEF42D,1,3,3.0,-0.6859570713387996,0.3414
CEF64U,1,6,5.0,3.0611113403989534,1.0
CEF9C7,1,7,4.0,1.13550750300352,1.0
CEFL68,2,7,4.0,1.4359133918445086,1.0
CEG34M,1,7,2.0,-1.0049268320308529,0.4366
CEG3V7,1,7,4.0,1.9638240113763203,1.0
CEH49U,1,8,4.0,2.886751345948129,1.0
CEHF56,2,7,4.5,0.9450439322335022,0.7414
CEI27V,2,6,4.0,1.6740470595167822,1.0
CEI56T,1,8,5.0,1.1474315550924723,0.9714
CEI60J,1,7,4.0,1.1281521496355325,1.0
CEIW13,1,3,3.0,-0.8675371198546048,0.34
CEJ1M9,1,6,4.0,0.7101624483479965,0.8158
CEJ1S2,1,7,4.0,1.13550750300352,1.0
CEJ31C,3,7,4.333333333333333,1.4001918540868081,0.8204
CEJ73X,1,7,4.0,1.9468088476825218,1.0
CEJ78G,2,8,4.5,1.8898536159700994,1.0
CEJ7I4,1,7,0.0,-2.1778657219114264,0.0364
CEJ90L,1,8,5.0,1.1090132227693161,0.9568
CEJ97B,1,6,5.0,3.1014741544659046,1.0
CEK31P,1,7,5.0,1.3854717845455584,1.0
CEK7G5,2,8,4.5,2.161211553830422,1.0
CEKG17,1,7,3.0,0.5133530642590883,0.7758
CEKH90,1,3,3.0,-0.8675371198546048,0.34
CEKJ06,1,6,5.0,1.7415240845229014,1.0
CEL0F3,1,7,3.0,-0.4160003701351663,0.5044
CEL61X,2,7,2.0,-0.5221394089726401,0.3874
CEL76H,1,7,5.0,1.3485255576268613,1.0
CELO13,1,8,5.0,1.1090132227693161,0.9568
CELV48,3,7,4.0,1.8632345214248502,1.0
CEM95A,1,8,4.0,1.1274228622243232,1.0
CEML49,1,7,4.0,1.54117848044927,1.0
CEMN03,1,6,5.0,1.7306220599686812,1.0
CEN37T,2,8,4.5,2.161211553830422,1.0
CENM20,1,7,3.0,0.5133530642590883,0.7758
CENO24,1,3,3.0,-0.6859570713387996,0.3414
CENU52,3,6,4.333333333333333,1.66788941304087,1.0
CEO04K,1,7,4.0,,0.0
CEO2N5,2,7,3.0,0.4800735597720726,0.7052
CEO2Z8,1,8,4.0,0.12711442417987334,0.7436
CEOC15,1,7,1.0,-2.570542569652422,0.0
CEOC93,1,8,4.0,0.14101275123294424,0.7416
CEP1K2,1,7,4.0,1.9638240113763203,1.0
CEP3D9,1,8,4.0,0.16144620615734115,0.7576
CEP6G1,3,6,4.333333333333333,1.6827166411199233,1.0
CEP9G0,3,7,4.333333333333333,1.3316945896675851,0.802
CEPI85,1,3,3.0,-1.388925990521828,0.3414
CEQ07N,1,7,4.0,1.572888606796108,1.0
CEQ2L7,1,7,3.0,0.5133530642590883,0.7758
CEQ2Z4,1,6,5.0,1.7415240845229014,1.0
CEQ75T,1,8,4.0,0.6789985379354494,1.0
CEQ93X,2,8,4.5,2.1400162004450056,1.0
CEQC07,1,7,3.0,,0.0
CEQC79,1,7,4.0,,0.0
CEQL05,1,7,1.0,-2.570542569652422,0.0
CEQN27,3,8,4.333333333333333,2.1146782764860186,1.0
CER1B9,1,7,4.0,1.1281521496355325,1.0
CER2H0,2,6,4.0,1.6740470595167822,1.0
CER4G2,1,7,4.0,1.611399873155263,1.0
CES39P,1,7,5.0,1.3854717845455584,1.0
CESC21,2,3,3.5,-0.24722728548983278,0.4174
CESP84,2,6,4.0,1.6810573434535199,1.0
CESQ80,1,7,2.0,-0.28671518972213306,0.505
CETB80,2,7,4.0,1.4870216943165915,1.0
CETK89,1,8,4.0,1.9813929507577783,1.0
CETM71,1,8,5.0,1.0764183316736406,0.9558
CETQ79,1,7,0.0,-2.1778657219114264,0.0364
CEU1N6,1,7,4.0,1.572888606796108,1.0
CEU48D,2,6,4.0,1.6740470595167822,1.0
CEU4X3,2,7,3.0,1.1281521496355325,1.0
CEU52A,1,3,3.0,-1.388925990521828,0.3414
CEU65M,2,7,3.0,0.4800735597720726,0.7052
CEV18B,1,6,3.0,0.7409079895929546,0.8778
CEV5Z1,1,7,4.0,1.54117848044927,1.0
CEW5L7,1,8,5.0,1.1474315550924723,0.9714
CEW73I,2,8,5.0,1.1619391659949008,0.9568
CEW9Q0,1,7,4.0,,0.0
CEWB75,1,8,4.0,1.1274228622243232,1.0
CEWJ32,1,7,4.0,1.1336630699305303,1.0
CEWT48,2,7,1.0,-1.2350755531153077,0.265
CEX49N,2,6,4.0,1.6740470595167822,1.0
CEX8Y5,1,7,2.0,-0.3275625354090267,0.4872
CEXT51,1,7,4.0,0.5171770699568558,0.7362
CEY28F,1,7,4.0,0.3148211198484663,0.6058
CEY8L9,1,3,3.0,-0.6859570713387996,0.3414
CEY8V5,2,6,4.0,1.6810573434535199,1.0
CEY8W0,1,8,4.0,1.9813929507577783,1.0
CEYW16,1,7,4.0,1.584448948857971,1.0
CEZ15Y,1,8,4.0,1.4240576217653766,1.0
CEZ7N8,2,8,4.5,1.8898536159700994,1.0
CEZB32,1,7,4.0,,0.0
CEZB63,1,6,5.0,1.7451090210016993,1.0
CEZG14,1,7,2.0,-1.596898537652087,0.1462
CEZP52,1,7,3.0,-0.4402341097054522,0.4942
CF01PT,1,6,5.0,1.7415240845229014,1.0
CF04QJ,1,7,4.0,1.5962465494524067,1.0
CF0CS2,2,3,3.5,-0.24722728548983278,0.4174
CF0Q5M,1,7,3.0,1.1355075030035207,1.0
CF0QK9,1,8,4.0,1.9813929507577783,1.0
CF0TG4,1,8,5.0,1.1377606148835298,0.9734
CF0XU9,1,7,4.0,1.584448948857971,1.0
CF10XI,1,7,4.0,,0.0
CF15AC,2,8,4.5,1.8898536159700994,1.0
CF18LZ,2,7,1.0,-1.2350755531153077,0.265
CF1BM3,1,6,3.0,0.7533492691677961,0.8834
CF1E4K,1,7,3.0,-0.4153118079088991,0.5022
CF1E6T,1,8,5.0,1.1090132227693161,0.9568
CF1GO9,1,7,4.0,0.5171770699568558,0.7362
CF1H2I,1,6,5.0,1.7415240845229014,1.0
CF1UL2,3,7,3.3333333333333335,0.2881100659487208,0.5472
CF1V2S,1,7,4.0,1.572888606796108,1.0
CF1X7T,1,8,4.0,1.5842730717614362,1.0
CF23RY,1,3,3.0,-0.6859570713387996,0.3414
CF24JN,2,7,4.0,1.4870216943165915,1.0
CF27EG,1,8,4.0,1.1109559762517642,1.0
CF2A5U,2,7,1.0,-1.2350755531153077,0.265
CF2LC3,1,7,4.0,1.13550750300352,1.0
CF2MV4,1,6,4.0,,0.0
CF30QE,1,7,4.0,1.54117848044927,1.0
CF34ZY,1,8,4.0,0.6988133454480576,1.0
CF38BE,1,6,5.0,1.7415240845229014,1.0
CF3B6R,1,7,4.0,1.572888606796108,1.0
CF3GI4,1,3,4.0,-0.9790072164088839,0.4574
CF3IG8,1,7,4.0,1.9638240113763203,1.0
CF3RP1,1,8,4.0,1.5842730717614362,1.0
CF3S6U,1,7,3.0,-0.4402341097054522,0.4942
CF3U9R,1,8,4.0,0.6789985379354494,1.0
CF3W1R,2,6,4.0,1.6740470595167822,1.0
CF3XQ7,1,7,2.0,-0.28671518972213306,0.505
CF46ZH,1,7,2.0,-1.135969198191385,0.4366
CF4BZ9,2,8,4.5,1.3959535543946435,1.0
CF4J2Z,3,7,4.0,1.817716079454097,1.0
CF4KG0,1,6,3.0,0.7409079895929546,0.8778
CF4RE7,1,3,3.0,-1.388925990521828,0.3414
CF4UR2,2,7,4.0,1.9638240113763203,1.0
CF57BL,1,7,4.0,1.611399873155263,1.0
CF57GK,1,8,4.0,1.4240576217653766,1.0
CF57LO,1,8,4.0,1.1274228622243232,1.0
CF5G0W,1,7,4.0,1.1281521496355325,1.0
CF5NL7,1,6,5.0,1.7451090210016993,1.0
CF5PJ6,1,7,2.0,-0.5129902286090208,0.4326
CF5T4L,1,7,4.0,1.13550750300352,1.0
CF5TV8,1,8,5.0,1.1090132227693161,0.9568
CF5U9Z,2,6,4.5,1.1655777441169277,0.7956
CF61PZ,1,3,4.0,,0.0
CF64IJ,1,7,5.0,1.3864453764062856,1.0
CF65YE,2,7,4.0,1.4449889004963703,1.0
CF67NR,1,7,4.0,1.1281521496355325,1.0
CF68RZ,1,8,4.0,0.695666129722494,1.0
CF6B3S,1,7,5.0,1.4454043619180326,1.0
CF6MI7,1,8,4.0,0.12711442417987334,0.7436
CF6QZ5,1,7,2.0,-1.0049268320308529,0.4366
CF6WA7,1,6,4.0,,0.0
CF71HV,1,7,4.0,1.13550750300352,1.0
CF73WA,2,3,3.5,-0.24722728548983278,0.4174
CF7BM9,1,6,5.0,3.0611113403989534,1.0
CF7C8I,2,8,4.5,2.1400162004450056,1.0
CF7EV9,1,6,3.0,0.7533492691677961,0.8834
CF7IU4,1,7,5.0,1.3854717845455584,1.0
CF7TP9,1,7,4.0,1.9468088476825218,1.0
CF7V2B,1,7,3.0,1.1281521496355325,1.0
CF7V6D,1,8,4.0,0.6789985379354494,1.0
CF80BO,1,7,4.0,1.9638240113763203,1.0
CF82AW,2,7,1.0,-1.2350755531153077,0.265
CF83CY,1,8,4.0,0.695666129722494,1.0
CF85WU,2,7,3.0,0.4800735597720726,0.7052
CF87XG,1,3,3.0,-0.7415416217110703,0.4314
CF8CK1,2,8,4.5,2.1400162004450056,1.0
CF8IP6,1,6,4.0,0.7101624483479965,0.8158
CF8IT2,1,6,5.0,1.7451090210016993,1.0
CF8KR7,1,7,4.0,1.1336630699305303,1.0
CF8YK0,1,8,5.0,,0.0
CF90ZW,1,7,4.0,1.54117848044927,1.0
CF91RS,1,7,2.0,-0.3275625354090267,0.4872
CF92QD,1,7,2.0,-1.0049268320308529,0.4366
CF92RB,1,8,4.0,1.4240576217653766,1.0
CF96ZL,2,7,4.0,1.4870216943165915,1.0
CF98VE,1,3,4.0,,0.0
CF9C7A,1,7,3.0,1.1355075030035207,1.0
CF9DK6,1,8,4.0,0.14101275123294424,0.7416
CF9IT7,2,8,4.5,1.8898536159700994,1.0
CF9O0S,1,6,5.0,3.0611113403989534,1.0
CF9QX3,1,7,5.0,1.3864453764062856,1.0
CF9R2C,1,3,3.0,-0.6859570713387996,0.3414
CF9SY3,2,6,4.0,1.6740470595167822,1.0
CF9UH3,1,8,4.0,1.5842730717614362,1.0
CF9UL8,1,7,4.0,1.9504796573716667,1.0
CF9YE6,1,7,0.0,-2.1778657219114264,0.0364
CF9ZI0,2,7,4.0,1.4870216943165915,1.0
CFA4T7,1,7,2.0,-0.3275625354090267,0.4872
CFA74P,1,7,4.0,0.3148211198484663,0.6058
CFA81R,1,8,4.0,0.6988133454480576,1.0
CFAL73,1,8,4.0,0.6789985379354494,1.0
